hanke;kortteli;tontti;asemakaava_lainvoimainen;osa_alue;pienalue;asuinkerrosala;muu_ala;asuntojen_maara;rakentamisvalmiusvuosi;aloitusvuosi;valmistumisvuosi;valmistumisaika;hallinta;hallintasuhde;rahoitusmuoto;hitas;talotyyppi;rakennuttaja;maanomistus;post_code;AAGR;AAGR_vaesto;peruskorko
2572;29049;1;24.10.2003 0:00;291 Etelä-Haaga;2913;650;0.0;8;2003.0;2010;2011;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;MESTA OY;Yksityinen;320;0,049761074;0,001374049;1,25
2573;40176;8;6.3.2015 0:00;401 Siltamäki;4015;2000;0.0;31;0.0;2016;2017;0.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;VVO KODIT OY;Kaupunki myy / myynyt;740;0,029334153;0,007594907;0
2574;30206;5;27.3.2009 0:00;303 Lehtisaari;3031;2200;100.0;30;2010.0;2021;2023;13.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;NEWIL & BAU;Yksityinen;340;0,032642181;0,002710674;-0,5
2577;36035;4;15.4.2005 0:00;361 Viikinranta;3611;6400;0.0;84;2004.0;2011;2012;8.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Kerrostalo;ATT;Kaupunki;560;0,060719974;0,085111154;1,5
2579;45454;51;20.12.2002 0:00;451 Vartioharju;4512;131;0.0;1;2002.0;2015;2016;14.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;950;0,040112264;0,001804418;0,25
2580;40176;9;6.3.2015 0:00;401 Siltamäki;4015;1600;0.0;25;0.0;2016;2017;0.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;VVO KODIT OY;Yksityinen;740;0,029334153;0,007594907;0
2581;45033;5;20.11.2003 0:00;455 Marjaniemi;4550;324;0.0;2;1999.0;2003;2004;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;930;0,038189944;0,004621235;3,25
2582;39355;21;22.3.2002 0:00;403 Töyrynummi;4033;190;0.0;1;2002.0;2004;2005;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;740;0,029334153;-0,015701217;2,25
2584;45457;3;26.4.2002 0:00;451 Vartioharju;4512;280;0.0;2;2002.0;2004;2005;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;950;0,040112264;0,001804418;2,25
2585;45446;26;26.4.2002 0:00;451 Vartioharju;4512;240;0.0;2;2002.0;2008;2010;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;950;0,040112264;0,001804418;4,75
2586;45446;27;26.4.2002 0:00;451 Vartioharju;4512;186;0.0;1;2002.0;2004;2005;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;950;0,040112264;0,001804418;2,25
2588;54051;2;6.6.2003 0:00;541 Keski-Vuosaari;5418;1200;0.0;18;2002.0;2009;2009;7.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;TA-YHTIÖT;Yksityinen;960;0,038147447;0,008984244;5
2589;40031;6;17.5.2002 0:00;401 Siltamäki;4012;138;0.0;1;2001.0;2001;2002;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;740;0,029334153;0,007594907;5,25
2590;38060;9;8.5.2018 0:00;382 Ala-Malmi;3825;4750;650.0;86;0.0;2022;2023;0.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;POHJOLA RAKENNUS OY;Yksityinen;700;0,033210111;0,014907912;-0,5
2595;14484;39;5.12.2013 0:00;140 Taka-Töölö;1405;5400;2960.0;18;2011.0;2015;2016;5.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;AURATUM ASUNNOT OY;Valtio;260;0,052735471;0,002344694;0,25
2597;33164;14;9.7.2004 0:00;331 Kannelmäki;3311;5300;0.0;66;2004.0;2007;2008;4.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;YIT;Yksityinen;420;0,038891351;0,000661297;3,75
2605;28324;2;11.9.2009 0:00;282 Maunula;2822;2600;0.0;37;2009.0;2012;2012;3.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SATO-RAKENNUTTAJAT OY;Kaupunki myy / myynyt;630;0,043014054;-0,000813623;2
2606;28327;1;11.9.2009 0:00;282 Maunula;2822;1447;0.0;10;2012.0;2017;2018;6.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Rivitalo;MAXBUILD OY;Kaupunki;630;0,043014054;-0,000813623;0
2607;28317;2;11.9.2009 0:00;282 Maunula;2822;1600;0.0;18;2009.0;2014;2015;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;MESTA OY;Kaupunki myy / myynyt;630;0,043014054;-0,000813623;0,5
2608;34174;1;11.9.2009 0:00;341 Länsi-Pakila;3412;2343;0.0;16;2009.0;2011;2011;2.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Rivitalo;FINNDOMO RAKENNUS OY;Kaupunki;630;0,043014054;0,003984467;1,5
2609;28325;1;11.9.2009 0:00;282 Maunula;2822;85;0.0;1;2009.0;2015;2016;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;630;0,043014054;-0,000813623;0,25
2610;28325;2;11.9.2009 0:00;282 Maunula;2822;85;0.0;1;2009.0;2018;2019;10.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;630;0,043014054;-0,000813623;-0,25
2611;28325;3;11.9.2009 0:00;282 Maunula;2822;85;0.0;1;2009.0;2015;2016;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;630;0,043014054;-0,000813623;0,25
2613;36116;1;27.5.2005 0:00;364 Viikinmäki;3640;1850;0.0;15;2007.0;2011;2012;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;PEAB OY;Kaupunki myy / myynyt;710;0,035720116;0,764581782;1,5
2614;36263;1;21.6.2007 0:00;364 Viikinmäki;3640;1440;0.0;14;2006.0;2021;2022;16.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Pientalo;FIMMA OY;Kaupunki;710;0,035720116;0,764581782;-0,5
2615;36118;2;27.5.2005 0:00;364 Viikinmäki;3640;1350;0.0;22;2008.0;2014;2015;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;OPTIMIKODIT OY;Kaupunki myy / myynyt;710;0,035720116;0,764581782;0,5
2616;45585;2;7.8.2009 0:00;454 Myllypuro;4546;3300;0.0;27;2010.0;2012;2014;4.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Kerrostalo;ATT;Kaupunki;920;0,04036742;0,016449551;2
2617;47297;1;7.8.2009 0:00;475 Kurkimäki;4750;180;0.0;1;2016.0;2018;2018;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;920;0,04036742;-0,000319603;-0,25
2618;47298;1;7.8.2009 0:00;475 Kurkimäki;4750;6800;0.0;91;2012.0;2016;2017;5.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ATT;Kaupunki;920;0,04036742;-0,000319603;0
2619;4077;21;5.11.1982 0:00;040 Kamppi;407;4185;0.0;41;0.0;2016;2018;0.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;VVO KODIT OY;Yksityinen;180;0,057204279;0,006663735;0
2625;20019;5;7.8.2009 0:00;203 Jätkäsaari;2031;5180;320.0;118;2009.0;2011;2012;3.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ALKUASUNNOT;Kaupunki;180;0,057204279;0,092385068;1,5
2626;20800;1;7.8.2009 0:00;203 Jätkäsaari;2031;4500;500.0;61;2009.0;2012;2013;4.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Kerrostalo;HEM I STAN RY;Kaupunki;180;0,057204279;0,092385068;2
2669;42055;1;30.5.1959 0:00;420 Kulosaari;4205;2300;0.0;8;0.0;2016;2017;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;AS.OY RAKENNUTTAA;Yksityinen;570;0,04726472;0,004087102;0
2670;45472;7;18.5.2002 0:00;451 Vartioharju;4512;144;0.0;1;2002.0;2002;2002;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;950;0,040112264;0,001804418;3,5
2672;45281;18;17.5.2002 0:00;451 Vartioharju;4511;155;0.0;1;2002.0;2020;2020;18.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;950;0,040112264;0,001804418;-0,25
2673;38222;6;8.5.2018 0:00;382 Ala-Malmi;3825;6000;9300.0;143;0.0;2021;2023;0.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;NREP;Yksityinen;700;0,033210111;0,014907912;-0,5
2674;29055;7;28.10.2011 0:00;291 Etelä-Haaga;2914;500;0.0;1;2020.0;2019;2020;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;320;0,049761074;0,001374049;-0,25
2676;45463;5;2.8.2002 0:00;451 Vartioharju;4512;200;0.0;2;2002.0;2003;2004;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;950;0,040112264;0,001804418;3,25
2677;41269;17;9.8.2002 0:00;411 Puistola;4111;172;0.0;1;2003.0;2003;2004;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;760;0,033337521;-0,001036182;3,25
2678;5090;25;11.10.2002 0:00;050 Punavuori;502;1065;300.0;11;2003.0;2004;2005;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;YIT;Yksityinen;120;0,057234873;0,005874931;2,25
2679;45027;15;20.11.2003 0:00;455 Marjaniemi;4550;514;0.0;1;2002.0;2003;2004;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;930;0,038189944;0,004621235;3,25
2680;45027;14;20.11.2003 0:00;455 Marjaniemi;4550;375;77.0;1;2002.0;2003;2004;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;930;0,038189944;0,004621235;3,25
2681;43141;2;25.1.2008 0:00;431 Länsi-Herttoniemi;4316;13500;0.0;176;2007.0;2010;2012;5.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;ELÄKE-VARMA;Kaupunki myy / myynyt;810;0,056949677;0,003274543;1,25
2682;41261;17;29.12.1977 0:00;411 Puistola;4111;548;0.0;4;2002.0;2003;2003;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;750;0,032959936;-0,001036182;3,25
2683;36030;10;27.6.2003 0:00;361 Viikinranta;3611;3450;0.0;46;2003.0;2003;2005;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;YIT;Yksityinen;560;0,060719974;0,085111154;3,25
2684;36030;11;27.6.2003 0:00;361 Viikinranta;3611;2850;0.0;31;2003.0;2006;2007;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;YIT;Yksityinen;560;0,060719974;0,085111154;2,5
2685;36030;12;27.6.2003 0:00;361 Viikinranta;3611;3300;0.0;37;2003.0;2004;2005;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;YIT;Yksityinen;560;0,060719974;0,085111154;2,25
2686;36030;13;27.6.2003 0:00;361 Viikinranta;3611;2850;0.0;39;2003.0;2007;2008;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;YIT;Yksityinen;560;0,060719974;0,085111154;3,75
2687;36030;14;27.6.2003 0:00;361 Viikinranta;3611;2850;0.0;34;2003.0;2009;2009;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;YIT;Yksityinen;560;0,060719974;0,085111154;5
2688;36032;2;27.6.2003 0:00;361 Viikinranta;3611;1350;0.0;13;2003.0;2008;2009;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;VVO;Yksityinen;560;0,060719974;0,085111154;4,75
2717;40178;5;6.3.2015 0:00;401 Siltamäki;4015;1200;0.0;16;2018.0;2018;2019;1.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hintakontrolloitu;Rivitalo;OPTIMIKODIT OY;Kaupunki;740;0,029334153;0,007594907;-0,25
2718;45185;02a;16.4.2004 0:00;454 Myllypuro;4546;6000;3600.0;92;2004.0;2010;2011;7.0;Sääntelemätön;Vuokra-asuntoja;Lyhyt korkotuki (elvytys 2008);Ei Hitas;Kerrostalo;ILMARINEN;Kaupunki;920;0,04036742;0,016449551;1,25
2719;45541;1;16.4.2004 0:00;454 Myllypuro;4546;2500;1500.0;48;2004.0;2011;2012;8.0;Sääntelemätön;Vuokra-asuntoja;Lyhyt korkotuki (elvytys 2008);Ei Hitas;Kerrostalo;CITYCON OYJ;Kaupunki;920;0,04036742;0,016449551;1,5
2720;47277;5;26.11.2004 0:00;473 Mellunmäki;4733;1570;0.0;15;2007.0;2010;2011;4.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Rivitalo;ATT;Kaupunki;970;0,026411054;0,005881889;1,25
2722;40023;1;5.6.1975 0:00;401 Siltamäki;4013;204;0.0;1;1980.0;2001;2001;21.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;OMATOIMINEN RAK.;Kaupunki;740;0,029334153;0,007594907;5,25
2723;35081;3;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2007;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;3,75
2724;35081;4;11.3.2005 0:00;353 Tuomarinkartano;3530;174;0.0;1;2005.0;2007;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;3,75
2725;35081;5;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;2;2005.0;2007;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;3,75
2726;35081;6;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2007;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;3,75
2727;35081;7;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2008;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;4,75
2728;35081;8;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2009;2010;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;5
2729;35081;9;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2007;2009;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;3,75
2730;35081;10;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2007;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;3,75
2731;35081;11;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2007;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;3,75
2732;35081;12;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2007;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;3,75
2733;35081;13;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2012;2013;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;2
2734;35083;1;11.3.2005 0:00;353 Tuomarinkartano;3530;167;0.0;1;2005.0;2008;2009;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;4,75
2735;35083;2;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2011;2012;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;1,5
2736;35083;3;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2007;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;3,75
2737;35083;4;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2013;2014;9.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;0,75
2738;35083;5;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2008;2009;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;4,75
2739;35083;6;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2007;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;3,75
2740;35080;2;11.3.2005 0:00;353 Tuomarinkartano;3530;169;0.0;1;2005.0;2008;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;4,75
2741;35080;3;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2008;2009;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;4,75
2742;35080;4;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2012;2012;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;2
2743;35080;5;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2010;2010;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;1,25
2744;35080;6;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2008;2009;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;4,75
2745;35080;7;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2008;2009;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;4,75
2746;35083;7;11.3.2005 0:00;353 Tuomarinkartano;3530;175;0.0;1;2005.0;2007;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;3,75
2747;35083;8;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2007;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;3,75
2748;35084;1;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2008;2009;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;4,75
2749;35084;2;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2007;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;3,75
2750;35085;1;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2008;2009;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;4,75
2751;35085;2;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2007;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;3,75
2752;35085;3;11.3.2005 0:00;353 Tuomarinkartano;3530;170;0.0;1;2005.0;2007;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;680;0,038492909;0,014995965;3,75
2760;40178;6;6.3.2015 0:00;401 Siltamäki;4015;125;0.0;1;2018.0;2019;2019;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;OMATOIMINEN RAK.;Kaupunki;740;0,029334153;0,007594907;-0,25
2767;45272;7;3.10.2003 0:00;451 Vartioharju;4511;304;0.0;2;2003.0;2004;2006;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;950;0,040112264;0,001804418;2,25
2768;29049;6;24.10.2003 0:00;291 Etelä-Haaga;2913;1400;0.0;9;2003.0;2004;2005;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;A. PALMBERG OY AB;Kaupunki myy / myynyt;320;0,049761074;0,001374049;2,25
2769;29155;1;4.4.2008 0:00;293 Pohjois-Haaga;2934;3800;300.0;49;2008.0;2010;2014;6.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;TA-YHTIÖT;Kaupunki;400;0,04568376;0,00257033;1,25
2770;47233;4;14.3.2008 0:00;472 Vesala;4724;240;0.0;2;2012.0;2013;2014;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;NOTOCOM OY;Kaupunki;970;0,026411054;-0,00200217;0,75
2771;36118;1;27.5.2005 0:00;364 Viikinmäki;3640;1350;0.0;23;2008.0;2015;2016;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;OPTIMIKODIT OY;Kaupunki myy / myynyt;710;0,035720116;0,764581782;0,25
2772;36264;1;21.6.2007 0:00;364 Viikinmäki;3640;1400;0.0;27;2006.0;2020;2021;15.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SUOMEN LAATUASUNNOT OY;Kaupunki;710;0,035720116;0,764581782;-0,25
2774;36264;3;21.6.2007 0:00;364 Viikinmäki;3640;1200;0.0;21;2006.0;2020;2021;15.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SUOMEN LAATUASUNNOT OY;Kaupunki;710;0,035720116;0,764581782;-0,25
2777;40224;1;6.3.2015 0:00;401 Siltamäki;4015;160;0.0;1;2018.0;2019;2020;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;OMATOIMINEN RAK.;Kaupunki;740;0,029334153;0,007594907;-0,25
2780;40224;2;6.3.2015 0:00;401 Siltamäki;4015;180;0.0;1;2018.0;2021;2022;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;YKSITYISHENKILÖ(T);Kaupunki;740;0,029334153;0,007594907;-0,5
2781;38276;2;11.5.2007 0:00;382 Ala-Malmi;3821;730;0.0;11;2006.0;2016;2018;12.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Rivitalo;ATT;Kaupunki;700;0,033210111;0,014907912;0
2782;38092;17;11.5.2007 0:00;382 Ala-Malmi;3821;1600;0.0;23;2006.0;2011;2012;6.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ASUNTOSÄÄTIÖ;Kaupunki;700;0,033210111;0,014907912;1,5
2783;38091;4;11.5.2007 0:00;382 Ala-Malmi;3821;1300;0.0;21;2006.0;2012;2013;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;NCC RAKENNUS OY;Yksityinen;700;0,033210111;0,014907912;2
2784;38091;14;11.5.2007 0:00;382 Ala-Malmi;3821;3400;0.0;80;2006.0;2009;2010;4.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;NUORISOSÄÄTIÖ;Yksityinen;700;0,033210111;0,014907912;5
